Overall Qual,Overall Cond,Total Bsmt SF,Central Air,Gr Liv Area,SalePrice
8,5,1582.0,1,2161,325624
9,5,1802.0,1,1802,372000
8,5,1706.0,1,2956,342000
8,5,1136.0,1,2468,354000
8,5,1317.0,1,2385,350000
8,5,1181.0,1,2374,285000
8,5,895.0,1,1818,281500
7,5,1614.0,1,1614,245700
8,5,1721.0,1,1721,232698
8,5,1298.0,1,1828,250000
6,5,1362.0,1,1362,194700
6,5,1302.0,1,1302,204000
6,5,1302.0,1,1302,200000
6,5,1362.0,1,1362,207000
8,5,1554.0,1,1554,209500
8,5,1554.0,1,1554,209500
8,5,1370.0,1,1370,202500
9,5,1577.0,1,1577,280000
9,5,1561.0,1,1561,277500
9,5,1869.0,1,1869,318061
8,5,1324.0,1,1324,221370
7,5,1405.0,1,1405,200000
6,5,768.0,1,1496,181755
6,5,768.0,1,1536,176000
6,5,783.0,1,1484,178900
7,5,608.0,1,1458,168165
6,5,738.0,1,1495,171925
6,5,698.0,1,1746,198444
6,5,1326.0,1,1326,203000
7,5,728.0,1,1456,179540
7,5,1302.0,1,1302,176485
7,5,1340.0,1,1340,181134
6,5,616.0,1,1412,156932
6,5,752.0,1,1504,166000
7,5,728.0,1,1456,177594
7,6,1246.0,1,1258,173500
7,5,1258.0,1,1258,172500
7,5,1258.0,1,1402,194201
8,5,1406.0,1,1589,226500
7,5,1266.0,1,1266,185485
7,5,1530.0,1,1530,259000
7,5,835.0,1,1119,188500
7,5,384.0,1,1374,175000
7,5,847.0,1,1959,215000
7,5,1510.0,1,1525,206580
7,5,840.0,1,1720,183500
7,5,384.0,1,1394,165500
7,5,847.0,1,1948,211000
6,5,924.0,1,1690,181000
7,5,854.0,1,1995,219500
6,5,953.0,1,1647,175000
7,5,384.0,1,1430,170000
7,5,660.0,1,1320,162000
6,5,915.0,1,1690,187000
6,5,941.0,1,1644,185000
10,5,2396.0,1,4476,745000
8,5,1779.0,1,2551,384500
8,5,969.0,1,2285,248000
10,5,2633.0,1,2633,466500
9,5,1408.0,1,3078,410000
8,5,1389.0,1,2582,322500
7,5,1066.0,1,2385,252000
10,6,2444.0,1,4316,755000
7,5,1117.0,1,2013,269790
7,5,1379.0,1,2398,315750
7,5,1203.0,1,2520,290000
8,5,1318.0,1,2531,290000
8,5,3200.0,1,3228,430000
8,5,1105.0,1,2202,263000
8,5,1325.0,1,2538,330000
7,6,1369.0,1,1369,213133
8,5,1542.0,1,1542,260261
9,5,1905.0,1,1905,320000
8,5,1485.0,1,1464,282922
8,5,1524.0,1,1534,215000
10,5,1966.0,1,1966,419005
8,5,1623.0,1,1636,255000
8,5,1795.0,1,1795,147000
7,5,1528.0,1,1528,235876
7,5,1726.0,1,1726,311872
7,6,1689.0,1,1689,248328
8,5,1588.0,1,1588,227000
8,5,1538.0,1,1538,260000
8,5,1496.0,1,1496,225000
7,5,1494.0,1,1506,249000
8,5,1686.0,1,1694,307000
7,5,982.0,1,1977,250000
8,5,1302.0,1,1830,221300
8,5,1338.0,1,1338,208900
7,5,1335.0,1,1335,210400
8,5,896.0,1,1792,255000
5,5,725.0,1,1588,212109
8,5,1088.0,1,1959,270000
8,5,1184.0,1,2610,303477
8,5,955.0,1,1880,310013
8,5,1656.0,1,1656,249700
7,6,874.0,1,1761,227875
8,5,1574.0,1,1584,261329
8,5,1685.0,1,1685,253000
6,5,1158.0,1,2443,265000
8,5,1580.0,1,2466,340000
6,5,1100.0,1,1100,146000
7,5,1143.0,1,1143,147000
5,5,1094.0,1,1094,149000
7,5,1461.0,1,1486,181000
6,5,928.0,1,1721,201000
6,5,864.0,1,1820,191750
7,5,1349.0,1,1349,179000
7,5,1482.0,1,1494,215000
6,5,1575.0,1,1575,179200
6,5,630.0,1,1266,128000
5,7,840.0,1,884,144000
5,5,0.0,1,2020,144000
5,5,894.0,1,894,120750
5,6,970.0,1,970,132500
5,5,1057.0,1,1057,132000
5,7,999.0,1,999,132500
4,5,1040.0,1,1120,129000
5,5,1140.0,1,1696,143900
5,7,1040.0,1,1040,145000
5,5,988.0,1,988,128500
5,6,876.0,1,902,125500
7,5,1223.0,1,2503,300000
7,7,1192.0,1,2167,294000
5,5,1037.0,1,1037,129000
5,5,1390.0,1,1701,171000
6,7,1044.0,1,1055,147000
8,5,1453.0,1,2810,302000
8,5,1683.0,1,2872,285000
8,5,1378.0,1,1378,214000
8,5,1141.0,1,1151,166000
8,5,1511.0,1,1565,193800
7,5,1352.0,1,1352,208900
7,5,1352.0,1,1352,194000
8,5,1550.0,1,1550,207500
7,5,1241.0,1,1241,199900
7,5,625.0,1,1250,164700
6,5,744.0,1,1501,176500
6,5,729.0,1,1458,176000
6,5,756.0,1,1512,168500
6,5,756.0,1,1573,177000
6,5,756.0,1,1525,177000
7,5,551.0,1,1102,148800
8,5,776.0,1,1441,174000
7,5,975.0,1,1950,239000
7,5,1339.0,1,1358,204000
8,5,1054.0,1,2048,301000
8,5,1220.0,1,2362,312500
8,5,1494.0,1,1494,279700
7,6,2002.0,1,2362,255000
5,7,1360.0,1,1432,194000
5,8,1437.0,1,1437,218000
8,6,1057.0,1,1295,213750
6,7,528.0,1,1855,187000
6,8,1262.0,1,1262,181500
8,5,2461.0,1,2497,373000
5,5,1361.0,1,2620,190000
7,5,1057.0,1,1929,226000
6,6,912.0,1,1152,143450
6,6,1008.0,1,2411,240050
6,6,973.0,1,1082,162500
6,5,1295.0,1,1295,164000
7,7,1124.0,1,1610,185000
7,6,1594.0,1,1594,188500
7,6,1148.0,1,2075,255000
5,6,1680.0,1,1680,136905
6,7,1093.0,1,1093,158500
7,6,1242.0,1,1242,175500
6,5,1052.0,1,1052,127000
5,6,949.0,1,1107,127000
5,5,1214.0,1,1214,143000
5,7,1073.0,1,1073,156000
5,5,1024.0,1,1344,144000
5,4,1728.0,1,1728,119000
4,5,0.0,0,1224,103000
5,5,978.0,1,1422,139900
6,8,958.0,1,958,151500
5,5,1065.0,1,1065,126500
6,8,588.0,1,1138,145000
5,7,912.0,1,912,120000
5,5,894.0,1,1074,124000
5,7,0.0,1,882,106500
5,5,864.0,1,1187,140500
5,7,964.0,1,964,137500
5,7,894.0,1,894,117600
7,6,1174.0,1,1200,163500
6,5,1042.0,1,1042,161000
6,7,1302.0,1,1302,158000
6,7,845.0,1,2154,224500
6,5,1130.0,1,1374,147000
6,7,1592.0,1,1652,200000
6,6,1144.0,1,1429,181900
5,6,1063.0,1,1327,150750
4,5,0.0,1,1224,101800
6,5,932.0,1,932,124000
5,7,822.0,1,908,138500
1,3,0.0,0,334,39300
3,3,666.0,0,666,64500
3,5,370.0,0,670,64000
5,8,808.0,1,808,112000
6,6,816.0,1,1977,165000
5,6,1078.0,1,1150,144000
5,5,928.0,1,1920,137000
5,5,768.0,1,1376,105000
5,7,728.0,1,1644,146500
5,5,1560.0,1,1560,126000
5,6,793.0,1,1280,175000
6,5,1218.0,1,1254,158500
5,5,912.0,1,912,114500
5,5,874.0,1,1524,144000
6,5,1021.0,1,2380,129000
6,7,936.0,1,936,141000
5,6,1008.0,1,1008,131000
5,7,1053.0,1,1053,142100
5,6,1056.0,1,1056,139000
6,6,1442.0,1,1442,157900
5,7,1056.0,1,1056,139400
6,6,1244.0,1,1244,150000
5,5,1144.0,1,1144,120000
6,6,1331.0,1,1721,174850
5,5,922.0,1,922,116000
5,5,1048.0,1,1048,135000
6,3,1657.0,1,1657,163500
5,6,1204.0,1,1411,130000
5,5,1216.0,1,1216,129500
5,9,864.0,1,1154,142000
5,5,1560.0,1,1560,128600
6,6,948.0,1,948,125000
6,7,1040.0,1,1040,136000
5,7,1008.0,1,1008,134500
5,8,925.0,1,925,127000
5,5,384.0,1,1360,130000
4,4,1190.0,1,1540,115000
5,5,923.0,1,925,116900
5,7,928.0,1,928,132000
4,6,1105.0,1,1647,153000
5,5,924.0,1,924,112500
4,7,925.0,1,1544,138000
5,7,845.0,1,893,135000
5,6,1216.0,1,1728,156000
5,4,666.0,1,3086,301600
5,6,735.0,1,1034,109000
4,6,882.0,1,882,103200
4,7,1151.0,1,1281,128500
4,6,656.0,1,968,64500
5,9,736.0,1,1534,148000
5,6,691.0,1,691,86000
7,5,725.0,1,1651,172000
5,7,920.0,1,888,120000
6,6,952.0,1,952,128500
5,5,1040.0,1,2080,135000
5,7,672.0,1,924,122900
6,5,1082.0,1,1082,119200
6,6,1040.0,1,1846,143000
5,7,876.0,1,988,119000
5,3,864.0,1,1238,102000
5,8,864.0,1,864,129000
5,7,1010.0,1,1134,135000
5,7,1040.0,1,1040,152000
5,6,1170.0,1,1170,140000
5,5,1242.0,1,1242,152000
5,5,1377.0,1,1377,156500
5,4,1800.0,0,1800,141000
5,6,0.0,1,925,99000
6,8,822.0,1,1851,187000
5,5,864.0,1,1812,169500
5,5,864.0,1,864,125500
5,5,896.0,1,936,130000
5,7,850.0,1,960,103000
5,7,264.0,1,1432,132000
6,6,845.0,1,1296,127500
5,5,1022.0,0,1022,89500
5,5,936.0,1,936,140000
5,6,967.0,1,967,99900
4,7,641.0,1,1047,100000
5,8,808.0,1,1072,130000
5,8,680.0,1,1174,135000
3,7,649.0,1,1183,120000
4,7,907.0,1,1131,89471
4,6,570.0,0,1141,85000
4,4,960.0,1,960,108500
4,8,1075.0,1,1798,137000
5,9,686.0,1,866,110500
5,6,968.0,1,968,100000
8,9,725.0,0,1772,184900
6,6,728.0,1,1642,145000
5,8,702.0,1,1472,125000
5,7,616.0,1,1232,114000
5,5,662.0,0,2337,90000
6,8,926.0,1,1650,144100
6,4,1008.0,1,2210,117500
5,7,687.0,1,1358,124500
7,8,819.0,1,2454,185000
6,6,1214.0,0,2291,133900
6,7,1149.0,1,1616,152000
5,6,1559.0,1,1559,153500
7,8,718.0,1,2554,159500
5,5,912.0,1,1248,87000
4,6,0.0,1,968,104500
4,7,0.0,1,1382,110000
5,7,756.0,0,1060,136500
5,6,910.0,1,1435,128250
5,5,915.0,1,1167,144000
6,7,1065.0,1,1635,210000
5,7,728.0,1,1274,135000
6,6,600.0,1,1232,128000
6,6,735.0,1,1218,131000
5,7,884.0,1,884,113000
6,5,861.0,1,1409,126000
5,8,672.0,1,1322,132000
5,7,966.0,1,1426,131750
5,6,756.0,1,1281,132500
5,8,939.0,1,1513,137500
7,8,832.0,1,854,132000
6,6,884.0,1,1367,127500
6,5,960.0,0,986,102000
6,8,1100.0,1,2264,200000
6,6,764.0,1,1824,180500
6,7,768.0,1,1376,165000
5,5,750.0,1,1316,90000
6,7,698.0,1,1396,153575
7,6,672.0,0,1344,140000
6,7,714.0,0,2526,136000
5,4,592.0,0,1173,113000
5,3,969.0,0,1214,117000
7,4,1040.0,1,1818,169500
7,7,637.0,1,1108,139400
6,6,741.0,1,2294,202500
6,7,684.0,1,1355,127000
6,6,780.0,1,1375,141000
7,9,976.0,1,1952,212300
6,5,1138.0,1,2180,161000
4,6,808.0,1,1315,99500
5,7,530.0,0,1111,101000
4,7,1196.0,1,1196,109900
5,6,720.0,1,1382,128500
7,4,925.0,0,1889,122000
5,7,672.0,1,840,87000
4,1,771.0,1,1484,50000
7,8,1005.0,1,2267,219000
5,6,1598.0,1,3086,200500
5,6,756.0,0,1134,126000
5,6,672.0,0,1282,108500
5,5,925.0,1,999,130000
5,5,1420.0,1,1452,158450
4,3,1005.0,1,1005,115400
4,5,1029.0,1,1029,118500
5,8,980.0,1,1020,165000
5,4,1040.0,1,1040,123000
6,5,814.0,1,913,129000
5,5,894.0,1,894,125000
5,5,948.0,1,948,108000
5,6,768.0,1,868,119900
5,5,876.0,1,897,115000
5,5,943.0,1,943,134500
5,7,955.0,1,955,127000
5,5,894.0,1,894,129000
6,5,660.0,1,1285,143500
5,7,912.0,1,912,129000
5,5,1240.0,1,1375,187000
5,4,671.0,1,2654,158000
5,7,816.0,1,1416,112000
7,8,680.0,1,1302,165250
6,5,967.0,1,1299,150000
5,6,1158.0,1,1176,137000
4,7,0.0,0,998,89500
7,5,1643.0,1,1824,302000
6,5,1190.0,1,1522,182000
6,5,1151.0,1,2060,211000
5,7,409.0,1,1325,216000
5,5,1073.0,1,1630,130000
4,5,484.0,0,1242,109900
6,7,1288.0,1,2422,255000
6,7,1202.0,1,2158,243000
6,6,988.0,1,1626,154000
5,5,864.0,1,864,118000
4,5,0.0,0,943,80000
4,3,1440.0,1,1440,150000
4,7,528.0,1,605,86000
5,6,1038.0,1,1038,130000
5,6,1342.0,1,1342,125000
5,6,1080.0,0,1480,136500
4,5,951.0,0,1362,96000
5,6,0.0,1,1340,120000
6,5,1105.0,1,1822,228500
7,5,910.0,1,1442,179900
7,5,700.0,1,2243,225000
7,5,1502.0,1,2730,301000
7,5,1104.0,1,2127,238000
7,6,807.0,1,1982,228500
7,5,779.0,1,1958,220000
7,5,1264.0,1,2696,383970
8,5,1466.0,1,2828,424870
8,5,1643.0,1,1651,250000
8,5,2140.0,1,2140,360000
7,5,1494.0,1,1494,279500
7,5,1316.0,1,1316,200141
8,5,1643.0,1,1651,246500
8,5,1482.0,1,2574,276000
7,5,1274.0,1,1274,203000
7,5,728.0,1,1456,155835
7,5,1240.0,1,1240,194000
7,5,1208.0,1,1208,195400
7,5,1546.0,1,1546,217000
8,5,1489.0,1,1500,212999
7,5,1270.0,1,1270,175900
7,5,879.0,1,1795,191000
6,5,1314.0,1,1314,176432
7,5,1157.0,1,2062,277000
7,5,929.0,1,1873,207000
6,7,1444.0,1,2144,277000
6,5,1580.0,1,1953,240000
6,8,832.0,1,2087,187500
8,6,966.0,1,1743,279000
5,5,1022.0,1,1022,139500
5,5,990.0,1,990,126000
6,5,1200.0,1,1200,177500
6,6,635.0,1,1308,175000
6,5,794.0,1,1796,211000
5,7,990.0,1,990,146000
5,5,1097.0,1,1097,147900
4,5,990.0,1,990,123600
6,5,824.0,1,1786,204750
7,5,988.0,1,1873,235500
7,5,853.0,1,1753,217000
7,5,845.0,1,1690,190550
7,5,985.0,1,1842,217500
7,5,1453.0,1,1479,226000
7,5,840.0,1,1668,180000
5,5,864.0,1,894,131000
5,5,1015.0,1,1025,153500
5,7,995.0,1,1009,160000
5,5,1040.0,1,1040,134900
5,4,876.0,1,907,130000
5,6,864.0,1,879,120000
5,5,882.0,1,882,112500
5,6,969.0,1,969,122000
5,5,864.0,1,864,127000
4,8,385.0,1,875,117000
8,5,2000.0,1,2000,305900
8,5,1284.0,1,2169,228500
7,5,1673.0,1,1673,270000
7,5,1459.0,1,1459,192000
7,5,979.0,1,1932,213000
7,5,860.0,1,1729,200000
8,5,1028.0,1,2452,267000
8,5,1556.0,1,1592,228000
8,5,1531.0,1,2439,275000
7,5,860.0,1,1992,211000
9,5,1626.0,1,1668,285000
8,5,1220.0,1,2090,240000
6,5,848.0,1,848,131500
8,5,1341.0,1,1341,246900
7,5,847.0,1,1928,219500
7,5,1337.0,1,1337,185000
7,5,738.0,1,1476,179400
7,5,939.0,1,1797,213500
7,5,1422.0,1,1422,179600
7,5,1169.0,1,1190,173500
6,5,1330.0,1,1330,167840
7,5,738.0,1,1491,168675
5,5,768.0,1,1536,167000
5,7,1214.0,1,1214,140000
5,5,936.0,1,936,118500
4,6,1088.0,1,1088,110000
4,5,960.0,1,960,94750
5,6,901.0,1,1351,122000
6,6,1179.0,1,1179,110000
6,5,816.0,1,816,118500
6,6,960.0,1,1044,133500
6,7,1143.0,1,1113,148000
5,6,0.0,1,2233,141000
5,5,1125.0,1,1125,155000
5,5,1090.0,1,1090,157000
5,5,734.0,1,1408,171500
10,5,5095.0,1,5095,183850
10,5,3138.0,1,4676,184750
6,5,547.0,1,1072,140000
5,7,960.0,1,960,131750
4,3,0.0,0,1152,61500
4,5,864.0,1,948,111000
5,6,1195.0,0,1195,98500
3,6,544.0,1,774,79000
6,8,660.0,1,865,108500
4,5,894.0,1,894,110000
4,7,560.0,0,1346,112000
4,5,768.0,1,768,125000
4,5,864.0,1,864,79275
4,6,948.0,1,948,119000
6,7,1440.0,1,3395,200000
5,6,1296.0,0,2592,150000
6,7,602.0,1,1502,165000
5,5,768.0,0,789,96500
5,5,1290.0,1,1422,136500
6,7,651.0,1,1298,146500
5,7,731.0,1,1768,175000
7,8,531.0,1,1098,148500
6,7,585.0,0,1436,141500
7,8,912.0,1,1426,189950
6,8,686.0,1,1461,135000
7,5,918.0,1,1646,164000
5,6,440.0,0,694,90350
5,6,661.0,1,1250,139000
5,7,920.0,1,954,119750
6,6,979.0,0,1958,145000
5,6,1001.0,0,2002,145000
7,7,851.0,1,1718,238000
5,5,0.0,1,1226,153500
6,6,1370.0,0,2624,239000
8,6,965.0,1,3194,359100
4,6,930.0,1,1755,188000
6,7,854.0,1,1991,220000
5,5,728.0,1,1355,140000
8,8,853.0,1,2727,315000
6,8,1028.0,1,2320,259500
6,7,1477.0,1,1839,257500
7,6,800.0,1,1740,219500
6,5,1809.0,1,2259,217000
6,4,1560.0,1,1560,201000
6,6,1488.0,1,1488,215000
6,6,516.0,1,1045,123900
4,5,1680.0,1,1680,170000
8,5,1004.0,1,1020,200000
7,5,1696.0,1,1696,198000
6,3,2035.0,1,2515,200624
8,5,279.0,1,2726,315000
5,7,793.0,0,1517,115000
6,7,720.0,1,1215,141000
5,6,720.0,0,803,87000
5,7,936.0,1,1601,129850
4,5,732.0,1,1123,100000
5,6,859.0,1,1828,150909
5,7,816.0,1,816,75200
6,5,1012.0,1,1012,118400
5,2,961.0,1,1077,67000
5,5,910.0,1,1558,152000
2,4,0.0,1,845,68104
5,6,957.0,0,1991,119600
4,6,1073.0,1,1073,140000
5,9,837.0,1,1001,124900
8,5,1573.0,1,1625,375000
8,5,1573.0,1,1625,235000
6,6,1001.0,1,1299,183500
6,6,888.0,1,912,156000
6,5,1084.0,1,1080,134000
5,5,1441.0,1,1392,215000
7,5,1409.0,1,1409,245000
7,5,1454.0,1,1478,210000
7,6,852.0,1,918,148000
6,6,970.0,1,1026,143000
7,6,1501.0,1,1501,244000
7,5,1502.0,1,1502,330000
5,6,1350.0,1,1328,170000
6,8,585.0,1,2279,257000
7,5,1689.0,1,1689,231713
8,5,1546.0,1,1564,267300
8,5,1476.0,1,1484,265900
8,5,1571.0,1,1571,239000
8,5,1638.0,1,1646,248900
7,7,1265.0,1,1240,174000
7,5,1156.0,1,1717,187500
6,5,872.0,1,1756,204000
8,5,1267.0,1,1312,180500
7,5,868.0,1,1146,187500
8,5,1922.0,1,1922,282000
6,5,1491.0,1,1491,178000
8,5,1616.0,1,1629,270000
7,5,1122.0,1,2486,279900
5,4,1572.0,1,1572,186700
8,5,1732.0,1,1776,283463
10,5,1824.0,1,1824,392000
8,5,1094.0,1,2482,281213
5,5,1120.0,1,1120,147000
3,5,0.0,1,2034,130000
6,5,920.0,1,936,140000
4,5,1064.0,1,1040,132250
5,4,1632.0,1,1632,143000
4,4,1249.0,1,1622,168000
5,7,1040.0,1,1060,129900
5,5,1142.0,1,1142,134000
4,4,546.0,1,1092,85500
4,5,530.0,1,992,106500
4,6,546.0,1,1092,93900
4,5,546.0,1,1092,75000
4,6,630.0,1,630,84500
4,3,546.0,1,1092,75190
6,5,1029.0,1,1062,146800
5,5,923.0,1,1008,153500
6,6,1244.0,1,1356,188000
5,6,1160.0,1,1676,196000
5,7,716.0,1,1432,157000
5,7,796.0,1,796,138000
5,7,768.0,1,768,129500
4,3,1396.0,0,1608,80000
4,6,845.0,1,845,129500
5,6,1090.0,1,1178,135000
5,7,816.0,1,816,124500
5,7,816.0,1,816,139000
5,5,974.0,1,974,93500
5,6,864.0,1,887,124500
6,5,1178.0,1,1293,149900
6,6,1008.0,1,1024,157500
5,5,1617.0,1,1797,169000
6,6,1705.0,1,1390,252000
7,6,1851.0,1,1851,192100
6,5,813.0,1,1525,183500
7,5,964.0,1,2236,222000
6,5,781.0,1,1671,170000
6,5,691.0,1,1498,187500
6,5,821.0,1,1776,202000
6,5,802.0,1,1511,185000
7,5,1392.0,1,2462,320000
7,5,1670.0,1,1670,240000
8,5,1074.0,1,2064,250000
8,5,893.0,1,1801,239900
7,5,1700.0,1,2212,309000
7,5,868.0,1,2021,274725
8,5,2062.0,1,2687,270000
6,6,1160.0,1,1169,183500
6,5,697.0,1,1501,165600
7,5,935.0,1,1632,176500
8,5,1191.0,1,1204,130000
7,7,1064.0,1,1767,239000
8,5,1742.0,1,1742,275000
9,5,1398.0,1,2798,457347
10,5,1528.0,1,3390,545224
9,5,1094.0,1,2473,356383
9,5,1992.0,1,2868,556581
8,5,1234.0,1,2576,361919
10,5,1850.0,1,2698,535000
9,5,1390.0,1,2795,401179
10,5,1410.0,1,2945,438780
5,6,0.0,1,2320,169000
5,5,1056.0,0,1056,145000
9,5,1714.0,1,1714,318000
8,5,1814.0,1,1826,319000
9,5,1910.0,1,2000,470000
7,7,1208.0,1,1621,202500
7,5,1204.0,1,2183,229000
7,7,795.0,1,2263,235000
6,5,796.0,1,1574,190000
6,6,988.0,1,1102,169000
7,5,1845.0,1,1872,241500
7,5,945.0,1,1857,188900
6,6,1686.0,1,1686,207500
7,5,1392.0,1,2784,250000
6,6,713.0,1,1552,179900
7,5,1047.0,1,1083,172000
7,5,960.0,1,2318,294323
6,6,675.0,1,1875,184500
5,6,1056.0,1,1074,153500
7,5,832.0,1,1664,162900
6,6,1040.0,1,1309,181000
6,6,1103.0,1,1103,155000
5,5,1096.0,1,1096,138800
4,5,864.0,1,864,116050
4,4,858.0,1,858,88000
4,4,864.0,1,874,97500
6,5,1487.0,1,1419,190000
6,5,525.0,1,1092,105500
5,6,765.0,1,1365,125500
6,5,483.0,1,987,83000
6,7,494.0,1,1030,116000
6,5,672.0,1,1218,91500
6,7,672.0,1,1218,118000
6,5,483.0,1,948,89000
6,5,525.0,1,1092,108000
6,5,483.0,1,987,94500
6,5,1069.0,1,1069,146300
5,7,943.0,1,1387,145000
5,5,864.0,1,900,123000
7,7,1055.0,1,1055,137500
6,5,855.0,1,1456,144000
9,5,1980.0,1,1980,315000
9,5,1738.0,1,2589,412083
9,5,1249.0,1,2596,342643
8,5,1618.0,1,1618,252000
10,5,2076.0,1,2076,465000
7,5,1721.0,1,1740,293000
9,5,1868.0,1,1868,415000
9,5,1833.0,1,1850,326000
8,5,1158.0,1,2376,325300
8,5,1117.0,1,2452,309000
9,5,1090.0,1,2206,300000
8,5,1030.0,1,2098,275500
9,5,1606.0,1,2091,338500
9,5,1175.0,1,2324,345000
8,5,1209.0,1,2253,344133
8,5,1054.0,1,2389,298236
8,5,1524.0,1,2358,329900
9,5,1896.0,1,1944,360000
8,5,1085.0,1,1970,281000
9,5,1792.0,1,1792,372397
9,5,1780.0,1,1780,378000
9,5,1792.0,1,1792,374000
9,5,1848.0,1,2728,437154
8,5,1058.0,1,1904,275000
8,5,1420.0,1,1914,279000
7,5,1364.0,1,1364,185850
9,5,1560.0,1,1565,282500
7,5,1368.0,1,1368,202500
7,5,1368.0,1,1368,202665
9,5,1686.0,1,1686,332200
9,5,1666.0,1,1666,310090
7,5,1405.0,1,1405,171750
6,5,1316.0,1,1316,169990
6,5,728.0,1,1456,170440
7,5,738.0,1,1492,169985
7,5,654.0,1,1496,179665
7,5,879.0,1,1863,219210
6,5,1326.0,1,1326,174190
6,5,728.0,1,1456,172785
8,5,1052.0,1,2373,258000
7,5,738.0,1,1492,185101
7,5,1220.0,1,1364,210250
7,5,1374.0,1,1557,234000
8,5,1273.0,1,1456,215000
7,5,1368.0,1,1511,246990
7,5,1375.0,1,1414,178740
7,5,1365.0,1,1548,225000
7,5,1248.0,1,1248,167240
7,5,1142.0,1,1142,156820
7,5,1362.0,1,1506,213490
8,5,1520.0,1,1567,264561
7,5,1356.0,1,1500,246578
5,5,732.0,1,1838,192140
6,5,783.0,1,1509,183200
8,5,707.0,1,1414,178000
7,5,848.0,1,1598,201490
8,5,1406.0,1,1936,230500
7,5,783.0,1,1509,180000
6,5,953.0,1,1664,172400
6,5,982.0,1,1889,215000
7,5,930.0,1,1886,199900
6,5,959.0,1,1671,173000
7,5,1035.0,1,2322,287602
7,5,975.0,1,2291,230000
8,5,1396.0,1,2392,348000
8,5,1044.0,1,1976,286000
8,5,1160.0,1,2234,300000
10,5,1930.0,1,3627,625000
9,5,1540.0,1,2855,405000
8,5,1086.0,1,1924,280000
8,5,1141.0,1,2263,258000
8,5,1342.0,1,2726,350000
9,5,1733.0,1,3500,584500
8,5,1290.0,1,2494,321000
8,5,1165.0,1,2526,290000
8,5,1286.0,1,2799,315000
8,5,1100.0,1,1964,252000
8,5,1670.0,1,1670,336820
8,5,2077.0,1,2097,423000
8,5,1660.0,1,1660,290000
7,5,1616.0,1,1616,232000
8,5,1504.0,1,1504,199000
8,5,1278.0,1,1278,198600
9,5,2036.0,1,2640,405749
8,5,1489.0,1,1489,232600
8,5,1095.0,1,1939,266000
7,5,756.0,1,1553,186500
6,5,858.0,1,1716,200825
7,5,770.0,1,1576,197000
6,5,1262.0,1,1262,185000
7,5,1257.0,1,1266,176000
7,5,1293.0,1,1301,187750
6,5,1142.0,1,1142,139500
7,5,1400.0,1,1400,186800
6,5,1131.0,1,1131,132000
6,5,1141.0,1,1141,142500
6,5,1158.0,1,1158,158000
7,5,891.0,1,1686,184000
7,5,784.0,1,1585,184900
6,5,941.0,1,1837,187000
6,5,761.0,1,1603,175900
6,5,836.0,1,1731,248500
6,5,1398.0,1,1398,172000
6,5,1217.0,1,1217,151000
6,5,636.0,1,1320,150000
4,4,1056.0,1,1056,107000
5,5,828.0,1,965,119900
5,4,988.0,1,988,129500
5,5,1728.0,1,1728,125000
6,6,0.0,1,1654,119500
5,6,864.0,1,1211,144000
6,7,506.0,1,1212,151000
5,5,984.0,1,984,126000
5,6,882.0,1,909,116000
5,6,925.0,1,925,133500
5,6,1024.0,1,1024,120875
5,6,935.0,1,935,137000
5,6,912.0,0,912,124000
5,7,912.0,1,1236,135000
5,6,912.0,1,941,129200
7,4,1748.0,1,2646,260000
8,5,1288.0,1,2417,260000
8,5,1334.0,1,2826,334000
8,7,1338.0,1,2520,310000
7,5,1095.0,1,2295,268000
8,5,1624.0,1,1624,262000
7,5,1143.0,1,1143,176400
8,5,1247.0,1,1247,197000
7,5,600.0,1,1200,151000
7,5,600.0,1,1223,147400
7,5,600.0,1,1223,149900
7,5,600.0,1,1200,144152
6,5,756.0,1,1524,166000
7,5,691.0,1,1452,183900
7,5,673.0,1,1382,165000
7,5,530.0,1,1080,139000
7,5,569.0,1,1694,200000
8,5,1568.0,1,1568,221000
8,5,1494.0,1,1494,270000
6,6,1208.0,1,1208,165000
8,5,1235.0,1,1235,214000
8,5,1036.0,1,1036,188000
8,5,1226.0,1,1226,190000
8,5,1226.0,1,1226,170000
9,5,1842.0,1,1842,385000
5,6,1153.0,1,1193,146500
7,6,570.0,1,1920,170000
7,7,1568.0,1,2156,262500
6,6,708.0,1,1416,179900
6,7,1054.0,1,2654,250000
6,5,732.0,1,1790,165150
7,6,1334.0,1,1334,164500
7,5,1164.0,1,1164,140000
5,5,980.0,1,980,135500
5,5,1051.0,1,1051,142000
5,5,900.0,1,1770,155000
6,7,976.0,1,976,157500
5,5,1052.0,1,1052,138500
5,6,833.0,1,898,140000
5,5,1051.0,1,1051,124400
5,7,1141.0,1,1141,158000
5,8,864.0,1,1200,146000
6,5,825.0,1,1993,190000
5,6,1050.0,1,1050,136500
5,5,864.0,1,864,129900
5,5,1626.0,1,1712,145000
6,7,1187.0,1,1565,185900
6,6,1251.0,1,1251,160000
6,6,1008.0,1,1488,167000
5,6,720.0,1,1440,157500
6,5,588.0,1,1095,140000
5,7,1008.0,1,1053,150000
5,7,1248.0,1,1248,151500
6,8,816.0,1,816,129800
5,6,1008.0,1,1008,137000
5,7,938.0,1,1043,137000
4,7,747.0,1,1230,121600
4,7,440.0,1,869,85500
4,5,600.0,1,747,79900
